reviewer,ratings,tilte,review_link,review_date_place,variant_name,variant_link,verified,review_body,helpful,review_comments
Deepanjana Roy,5.0 out of 5 stars,Nice,https://www.amazon.in/gp/customer-reviews/R4F1KIQYCSZK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 3 July 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound is really very good but I am worried about the material quality. Its too thin wired product. I hope its long lasting.,,0
Sahil Chaudhary,5.0 out of 5 stars,Great Earphones for my iPhone 7 Plus,https://www.amazon.in/gp/customer-reviews/R2UFCDDJBFNF9C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 10 October 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I bought this earphones to replace my original iPhone 7 Plus earphones. They are just amazing and too comfortable to use all day long without hurting your ears. The sound quality is very good.,,0
Santosh,4.0 out of 5 stars,"Waste without a mic but bass is good, Great for listening music only",https://www.amazon.in/gp/customer-reviews/R3LQRWRVYRBLME/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 13 November 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"First things first bass is pretty good, but with bass there comes treble that spoils the sound quality of bass and no mic i say if you are willing to spend 750 on this then dont buy other earphones which has mic like jbl , 1more , etc...",,0
Dibyajyoti Maity,1.0 out of 5 stars,"Disappointing, Useless and Expensive",https://www.amazon.in/gp/customer-reviews/R68YJVPLRRJQ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 27 October 2020,Style name: CX 80s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B083T5G5PM/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"The volume is low, about 50% of other headphones. The microphone does not capture audio and it has to be held in front of my mouth for my speech to be audible. The one-star rating is purely due to the fact that that headset is from a reputable brand and the price is high.",,0
Ravi,5.0 out of 5 stars,Great product Worth buying !!!,https://www.amazon.in/gp/customer-reviews/RN4IWWBWVXVD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 November 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound quality is too good. Only thing I find missing is micro phone. It would have been great if mirco phone could have been added in this ear phone.Rest everything is upto my expectation.I would strongly recommend to buy this product. Thanks to Amazon for selling geniune product and keeping customer trust healthy.,,0
Vikal,4.0 out of 5 stars,"Change plugs for different modes. Bass, treble and normal mode.",https://www.amazon.in/gp/customer-reviews/R37KHSBDJEH5CG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 29 July 2017,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"At this price I expected some magic. Don't expect. Sound is excellent, you can enjoy even at low volume and long use.",3 people found this helpful,0
Yuvaraj Dasari,1.0 out of 5 stars,Poor wire quality but excellent sound,https://www.amazon.in/gp/customer-reviews/R18M2WF10ZTSO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 27 June 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Excellent head phones from Sennheiser but quality of the wire is very poor. I have purchased two times faced the wire issues on both times,One person found this helpful,0
adharsh s,5.0 out of 5 stars,Awesome headphone with better sound quality and elegant design.i lik it,https://www.amazon.in/gp/customer-reviews/R1T9N0TEEQG6IM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 8 October 2016,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Thankyou Amazon for early delivery,sennheiser cx180 is working well with my both smartphone -lenovo k4 and Sony experia ,which I never expected mainly Sony moblie but it's working well for both and sound quality is awesome.......only thing needed more for these headset is a"" mic"" which it does not hav( comes without mic).",,0
Amazon Customer,5.0 out of 5 stars,Best quality product for this price.,https://www.amazon.in/gp/customer-reviews/R16GLZDBFDVM2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 8 July 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I am using sennheiser from last 3 years with very good experience. But due to some rough use from my relatives, one of speaker gets damage. Then I again search for good earphones n come to conclusion that for that price sennheiser is best one for all aspects. I again purchase sennheiser n i get expected quality which is very good...ty",,0
Laxmikant gabel,3.0 out of 5 stars,Average.. Don't fall for review,https://www.amazon.in/gp/customer-reviews/R2BNX98HLKNBS6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 10 September 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I went through all the reviews of various product and found this to be good but sound quality is not good.. Bass is less and treble is more feels cheap. But at this process range u will get like this,,0
Tara,5.0 out of 5 stars,Great Product exceeds expectation!,https://www.amazon.in/gp/customer-reviews/R37W239VZLJF0W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 12 August 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"- Sound is awesome.- Bass & treble both great.- Much better Bass than BOAT or other brands.However, haven't tried SONY or other top brands Yet! Till now experience and sound quality is more than what i had expected from this brand.",,0
Synthia Nathan,4.0 out of 5 stars,Really Good product & super fast delivery by Amazon,https://www.amazon.in/gp/customer-reviews/R258HYG96962O9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 1 June 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I was really skeptical about buying this but once i've started to use this its good! the quality is good and Amazon did a really good job of delivering this swiftly.!,,0
Amazon Customer,3.0 out of 5 stars,Nice product if used carefully,https://www.amazon.in/gp/customer-reviews/R1K5V0Y6KKNC24/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 1 November 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Bought them in January 2018 but now only left side workingConsidering the fact that I am a kind of rough user they lasted well (not even a single one of which I bought earlier lasted more than a couple of months) but not that good compared to its priceSound is clear thoughBass is just fine,One person found this helpful,0
JEET SHROFF,4.0 out of 5 stars,Review,https://www.amazon.in/gp/customer-reviews/RJC7UOSUSBI2M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 December 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound quality is very good. Bass quality is also good. Earphones has noise cancellation feature.Disadvantage does not fit in ear properly. Somewhat loose in my ears.,,0
JO,4.0 out of 5 stars,Go for it..!,https://www.amazon.in/gp/customer-reviews/R34L55B2HSZ6EE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 20 May 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,It's worth it.... As per the company.. It's really worth it..So glad that o got a good deal from amazon..Keep up the good work..And special thanks for taking all safety precautions while handling the package...He kept it in front of me and stood 2 feet apart while handling...Good work Amazon.. Gr8 job!Thanks!!,,0
chirag thanki,5.0 out of 5 stars,GOOD.,https://www.amazon.in/gp/customer-reviews/R2CPRWC0U9VWNH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 February 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Its a very good quality, very durable.Pros: Excellent Sound Quantity, Very durable product, Extra ear buds are provided, 2 years of Sennheiser warranty.Cons: No mic of course, No carry pouch, earbuds gets easily removed after 6-7 months of usage.",,0
Akshit,3.0 out of 5 stars,Not that much useful,https://www.amazon.in/gp/customer-reviews/RXLSHNFMJO8SN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 April 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,This product does not satisfies one's needs that one expect as it comes at a cost of about 700 rupees but still does not comes even with a microphone. You can go for Boat Bassheads 225 instead of it.The most disappointing fact is that sound is so loud that it oftens disturbs our ear at about more than 75% of volume,,0
Clive Almeida,2.0 out of 5 stars,Flimsy feel to the product wire and poor sound quality,https://www.amazon.in/gp/customer-reviews/R1E7TIOXA0SDO8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,The wire is extremely thin and seems susceptible to tearing/ connection breaking due to the same. Sound quality is very bad for its price range. It struggles to play bass sounds and has noise to it. Only replacements of the same product is allowed. Item cannot be returned otherwise.,,0
Sudhin,5.0 out of 5 stars,Very good quality and durable product,https://www.amazon.in/gp/customer-reviews/R2B9TXHQUINPF4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 January 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Not much noisy. Neat sound and comfortable earbuds. I have been using this product an year approx. no problem. I shred this it to my pocket everyday when I go office. Wire quality is also good.,,0
joynel c.,5.0 out of 5 stars,Got a hot deal on big discount,https://www.amazon.in/gp/customer-reviews/R2NVPUY5204JZ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 March 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I'm loving it. Premium brand for very good price, now my next big question is how long will it last? Will it live longer then skullcandy earphones which stop working for not more then 4 to 8 months max. For I got this earphones around Rs.700 if it last for a year or so gonna reorder again sure!",,0
Shivam,4.0 out of 5 stars,Sound quality is excellent. All the highs and lows are sharp and ...,https://www.amazon.in/gp/customer-reviews/R19VG2TNL6JYHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 July 2016,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Sound quality is excellent. All the highs and lows are sharp and clear.You can hear the every single instrument clearly.Only drawback is its wire, which seems too feeble. build quality is decent(Not great).Mic doesn't work with my Lenevo Thinkpad for some reason.",One person found this helpful,0
Harshith M.y,2.0 out of 5 stars,good sound cheap material,https://www.amazon.in/gp/customer-reviews/R3PGJ6ZKAVWYVY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 March 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"its senhieser so sound is very good bass and all.... but the material is very cheap and delicate, it wont last long, it tangles every single time and thts super annoying ....",,0
bonyjose,5.0 out of 5 stars,Quality sound and great sevice from Sennheiser,https://www.amazon.in/gp/customer-reviews/R3NYSEX449ZRSB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 23 January 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Very good pair of earbuds, very balanced sound output compared to the competition, its definitly worth your money, service from senneiser is great too, been using a pair for last 1.8 years , and then one side of the earbud got busted , i asked for a repair, and send the earbuds to the nearest service centre through speed post and got a brand new replacement earbuds within a week, great service, would recommend 10/10.",,0
Armando D.,5.0 out of 5 stars,SUperb Headphones for the price,https://www.amazon.in/gp/customer-reviews/RNHUX82SSEUWC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 August 2016,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"AWESOMMMMMMEEEEEBought this from Cloudtail, Good quality and fast delivery. Coming to the Headphones, These are Bassy. One of the best pairs I own till date. I have owned Sony, Samsung, HTC, Lenovo, Beats and my previous best earphones the MI Pistons 2.I used to think the Piston had some good Bass and clarity but after hearing the Sennheiser cx275s, Am just in Aw. And the best part is that the performance is out of the box, The headphones will get better with play.You can hear individual bass beats and it sounds nice. Also the Mids are good(Not best but still pretty nice). Highs are also pretty nice.ONLY CON:The Wires seem very Fragile. Too thin.Mic seems ok quality. But You buy these cx for their sound quality so who cares about the mic",,0
Sibunn,2.0 out of 5 stars,Disappointed,https://www.amazon.in/gp/customer-reviews/RQF9W0XADLSZX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 5 November 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Disappointed. I thought these are going to be some good pair of earphones. But, I was wrong. There's literally no bass in it. And the sound quality is also mediocre. I have checked every single thing and this product is original but it didn't stand up to my expectations. I don't know if all 180s are like that or there's some problem in mine one. I have boat bassheads 225 too and the quality and bass that earphone has, is way superior to this. Thinking of returning this.",,0
